Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　医科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,29頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,258,,,,"011,443,8
",,,,なかとう内科小児科医院,,,,,"〒703－8282
岡山市中区平井３－８７４－４０",,,"086-274-9100
常　勤:　　　 1
(医　　　　 1)",,,医療法人　なかとう内科小児科医院　理事長　中藤　研一,,,中藤　研一,,,,"平13. 9. 1
組織変更
令元. 9. 1",,,,内　小　アレ　皮　リハ,,,,"診療所
現存
",,,,
,,259,,,,"011,445,3
",,,,こばし医院,,,,,"〒700－0086
岡山市北区津島西坂２－２－２０",,,"086-251-3131
常　勤:　　　 1
(医　　　　 1)",,,医療法人　こばし医院　理事長　小橋　秀彰,,,小橋　秀彰,,,,"平13. 12. 1
組織変更
令元. 12. 1",,,,内　小　胃　アレ　皮　リハ,,,,"診療所
現存
",,,,
,,260,,,,"011,446,1
",,,,片岡内科医院,,,,,"〒700－0838
岡山市北区京町７－１６",,,"086-222-8143
常　勤:　　　 1
(医　　　　 1)",,,医療法人　片岡内科医院　理事長　片岡　廉,,,片岡　廉,,,,"平14. 1. 1
組織変更
令2. 1. 1",,,,内　呼　消　放　リハ,,,,"診療所
現存
",,,,
,,261,,,,"011,447,9
",,,,医療法人　ほそたにクリニック,,,,,"〒700－0085
岡山市北区津島南２－５－２５",,,"086-251-1100
常　勤:　　　 1
(医　　　　 1)",,,医療法人　ほそたにクリニック　理事長　細谷　晃弘,,,細谷　晃弘,,,,"平14. 1. 1
移転
令2. 1. 1",,,,内　消　呼　外　こう　リハ,,,,"診療所
現存
",,,,
,,262,,,,"011,449,5
",,,,医療法人　あだち内科医院,,,,,"〒700－0964
岡山市北区中仙道１－１７－７",,,"086-246-3352
常　勤:　　　 1
(医　　　　 1)",,,医療法人　あだち内科医院　理事長　足立　富郎,,,足立　富郎,,,,"平14. 4. 1
組織変更
令2. 4. 1",,,,内,,,,"診療所
現存
",,,,
,,263,,,,"011,450,3
",,,,医療法人　秀樹会　大橋内科医院,,,,,"〒701－1211
岡山市北区一宮１４４－２",,,"086-284-5552
常　勤:　　　 1
(医　　　　 1)",,,医療法人　秀樹会　大橋内科医院　理事長　大橋　基,,,大橋　基,,,,"平14. 5. 1
組織変更
令2. 5. 1",,,,内　呼　消　小　皮　リハ,,,,"診療所
現存
",,,,
,,264,,,,"011,452,9
",,,,マスカット内科クリニック,,,,,"〒701－1141
岡山市北区菅野４２８３",,,"086-294-7111
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人医清会　理事長　山本　二平,,,林　敏昭,,,,"平14. 7. 1
新規
令2. 7. 1",,,,"一般　　     19
内　消　放",,,,"診療所
現存
",,,,
,,265,,,,"011,453,7
(015,453,9)
",,,,ふくだ医院,,,,,"〒701－0151
岡山市北区平野６９１－５",,,"086-293-5670
常　勤:　　　 2
(医　　　　 1)
(歯　　　　 1)",,,医療法人ふくだ医院　理事長　福田　久也,,,福田　久也,,,,"平14. 8. 1
組織変更
令2. 8. 1",,,,内　外　循　歯　歯外,,,,"診療所
現存
",,,,
,,266,,,,"011,455,2
",,,,河田外科形成外科,,,,,"〒700－0903
岡山市北区幸町４－１２",,,"086-225-2500
常　勤:　　　 2
(医　　　　 2)
非常勤:　　　 4
(医　　　　 4)",,,医療法人河田外科形成外科　理事長　河田　真作,,,河田　真作,,,,"平14. 9. 1
組織変更
令2. 9. 1",,,,外　形外　美外　整外,,,,"診療所
現存
",,,,
,,267,,,,"011,456,0
",,,,深井医院,,,,,"〒701－1335
岡山市北区高松１３１－５",,,"086-287-2011
常　勤:　　　 1
(医　　　　 1)",,,医療法人深井医院　理事長　深井　待子,,,深井　待子,,,,"平14. 9. 1
組織変更
令2. 9. 1",,,,"一般　　     17
内　皮　小",,,,"診療所
療養病床
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　医科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,30頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,268,,,,"011,458,6
",,,,岡山脳神経内科クリニック,,,,,"〒702－8005
岡山市中区江崎１０４－１６",,,"086-230-1015
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人社団　あおぞら会　理事長　柏原　健一,,,柏原　健一,,,,"平14. 12. 1
組織変更
令2. 12. 1",,,,脳内　内　精,,,,"診療所
現存
",,,,
,,269,,,,"011,460,2
",,,,医療法人博温会　川島眼科,,,,,"〒701－0153
岡山市北区庭瀬２２３－１",,,"086-292-2121
常　勤:　　　 2
(医　　　　 2)
非常勤:　　　 1
(医　　　　 1)",,,医療法人博温会　川島眼科　理事長　川島　幸夫,,,川島　幸夫,,,,"平15. 2. 1
組織変更
平27. 2. 1",,,,"一般　　     10
眼",,,,"診療所
現存
",,,,
,,270,,,,"011,461,0
",,,,こうなんクリニック,,,,,"〒701－0211
岡山市南区東畦６５１－１９",,,"086-282-7122
常　勤:　　　 3
(医　　　　 3)
非常勤:　　　 3
(医　　　　 3)",,,医療法人自由会　理事長　橋本　俊明,,,西﨑　進,,,,"平15. 4. 1
移転
平27. 4. 1",,,,内　リハ,,,,"診療所
現存
",,,,
,,271,,,,"011,462,8
",,,,川村医院,,,,,"〒700－0933
岡山市北区奥田２丁目８－３",,,"086-223-6322
常　勤:　　　 2
(医　　　　 2)",,,医療法人川村医院　川村　望,,,川村　望,,,,"平15. 5. 1
移転
平27. 5. 1",,,,内　小　他,,,,"診療所
現存
",,,,
,,272,,,,"011,463,6
",,,,藤原内科循環器科医院,,,,,"〒704－8114
岡山市東区西大寺東３丁目１－８",,,"086-942-2173
常　勤:　　　 1
(医　　　　 1)",,,医療法人藤原内科循環器科医院　理事長　藤原　直,,,藤原　直,,,,"平15. 5. 1
組織変更
平27. 5. 1",,,,内　循,,,,"診療所
現存
",,,,
,,273,,,,"011,464,4
",,,,マツザキクリニック,,,,,"〒704－8183
岡山市東区西大寺松崎１７６－１０",,,"086-944-4777
常　勤:　　　 1
(医　　　　 1)",,,医療法人マツザキクリニック　理事長　高取　克彦,,,高取　克彦,,,,"平15. 5. 1
組織変更
平27. 5. 1",,,,内　循,,,,"診療所
現存
",,,,
,,274,,,,"011,467,7
",,,,医療法人　たかはしクリニック,,,,,"〒703－8266
岡山市中区湊４９１－２",,,"086-277-1105
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人たかはしクリニック　理事長　髙橋　理枝,,,髙橋　理枝,,,,"平15. 7. 1
移転
平27. 7. 1",,,,精　内　神内　心内,,,,"診療所
現存
",,,,
,,275,,,,"011,469,3
",,,,菅医院,,,,,"〒702－8011
岡山市南区郡５４",,,"086-267-3411
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 2
(医　　　　 2)",,,医療法人浩朗会　理事長　菅　正人,,,菅　正人,,,,"平15. 8. 1
組織変更
平27. 8. 1",,,,内　外　皮　眼　リハ,,,,"診療所
現存
",,,,
,,276,,,,"011,470,1
",,,,大建診療所,,,,,"〒702－8045
岡山市南区海岸通２丁目５－８",,,"086-262-1136
常　勤:　　　 2
(医　　　　 2)",,,岡山大建工業株式会社　代表取締役　正本　繁三,,,笠原　順子,,,,"平15. 10. 1
新規
平27. 10. 1",,,,内　外,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　医科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,31頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,277,,,,"011,473,5
",,,,梅村皮膚科医院,,,,,"〒700－0936
岡山市北区富田１５７",,,"086-235-1801
常　勤:　　　 1
(医　　　　 1)",,,医療法人梅村皮膚科医院　理事長　梅村　茂夫,,,梅村　茂夫,,,,"平16. 1. 1
組織変更
平28. 1. 1",,,,皮,,,,"診療所
現存
",,,,
,,278,,,,"011,474,3
",,,,医療法人うのきん耳鼻咽喉科,,,,,"〒700－0985
岡山市北区厚生町２丁目８－１２",,,"086-221-3387
常　勤:　　　 1
(医　　　　 1)",,,医療法人うのきん耳鼻咽喉科　理事長　宇野　欽哉,,,宇野　欽哉,,,,"平16. 1. 1
組織変更
平28. 1. 1",,,,耳い,,,,"診療所
現存
",,,,
,,279,,,,"011,476,8
",,,,ばば耳鼻咽喉科,,,,,"〒702－8058
岡山市南区並木町２丁目１３－７",,,"086-902-1133
常　勤:　　　 2
(医　　　　 2)",,,医療法人春風会　理事長　馬場　雄三,,,馬場　雄三,,,,"平16. 4. 1
組織変更
平28. 4. 1",,,,耳い,,,,"診療所
現存
",,,,
,,280,,,,"011,477,6
",,,,医療法人社団三樹会　梶木病院,,,,,"〒701－0136
岡山市北区西花尻１２３１－１",,,"086-293-3355
常　勤:　　　 8
(医　　　　 6)
(薬　　　　 2)
非常勤:　　　97
(医　　　　97)",,,医療法人社団三樹会　理事長　梶木　秀樹,,,梶木　秀樹,,,,"平16. 4. 26
移転
平28. 4. 26",,,,"一般　　     28
療養　　     34
内　外　整外　リハ　麻　ひ　形外　リウ　循環器内科　呼吸器内科",,,,"病院
現存
",,,,
,,281,,,,"011,478,4
",,,,大森皮膚科,,,,,"〒700－0811
岡山市北区番町１丁目８－１",,,"086-224-0442
常　勤:　　　 1
(医　　　　 1)",,,医療法人大森医院　理事長　大森　謙太郎,,,大森　謙太郎,,,,"平16. 5. 1
移転
平28. 5. 1",,,,皮,,,,"診療所
現存
",,,,
,,282,,,,"011,480,0
",,,,医療法人　鈴木内科医院,,,,,"〒703－8275
岡山市中区門田屋敷３丁目５－４０－１",,,"086-273-0101
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人鈴木内科医院　理事長　鈴木　二郎,,,鈴木　二郎,,,,"平16. 6. 1
移転
平28. 6. 1",,,,内　放,,,,"診療所
現存
",,,,
,,283,,,,"011,482,6
",,,,医療法人鳳明会　新海医院,,,,,"〒702－8025
岡山市南区浦安西町１５－７",,,"086-261-8118
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人鳳明会新海医院　理事長　新海　正典,,,新海　正典,,,,"平16. 9. 1
組織変更
平28. 9. 1",,,,内　消　小　皮　ひ　性　アレ,,,,"診療所
現存
",,,,
,,284,,,,"011,483,4
",,,,医療法人　南方クリニック,,,,,"〒700－0807
岡山市北区南方３丁目１０－３３",,,"086-224-3739
常　勤:　　　 1
(医　　　　 1)",,,医療法人南方クリニック　理事長　進藤　亨,,,進藤　亨,,,,"平16. 9. 1
組織変更
平28. 9. 1",,,,内,,,,"診療所
現存
",,,,
,,285,,,,"011,484,2
",,,,河合内科医院,,,,,"〒700－0821
岡山市北区中山下２丁目２－６３",,,"086-223-2704
常　勤:　　　 1
(医　　　　 1)",,,医療法人河合内科医院　理事長　河合　伸一郎,,,河合　伸一郎,,,,"平16. 10. 1
組織変更
平28. 10. 1",,,,内　呼　消　循　放,,,,"診療所
現存
",,,,
,,286,,,,"011,485,9
",,,,医療法人さとう小児科医院,,,,,"〒701－1145
岡山市北区横井上５０－１",,,"086-294-5688
常　勤:　　　 1
(医　　　　 1)",,,医療法人さとう小児科医院　理事長　佐藤　幸一郎,,,佐藤　幸一郎,,,,"平13. 5. 1
移転
令元. 5. 1",,,,小,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　医科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,32頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,287,,,,"011,486,7
",,,,辻医院,,,,,"〒700－0971
岡山市北区野田３丁目１８－５３",,,"086-805-1118
常　勤:　　　 1
(医　　　　 1)",,,医療法人若樹会辻医院　理事長　辻　光明,,,辻　光明,,,,"平16. 12. 1
組織変更
平28. 12. 1",,,,内　呼　消　循　小　リハ　アレ,,,,"診療所
現存
",,,,
,,288,,,,"011,487,5
",,,,大守クリニック,,,,,"〒701－1202
岡山市北区楢津１２０３－１",,,"086-284-2777
常　勤:　　　 1
(医　　　　 1)",,,医療法人桃樹会大守クリニック　理事長　大守　規敬,,,大守　規敬,,,,"平16. 12. 1
組織変更
平28. 12. 1",,,,内　呼　胃　外　整外　リハ　アレ　小,,,,"診療所
現存
",,,,
,,289,,,,"011,488,3
",,,,医療法人芥子会　城本クリニック,,,,,"〒704－8174
岡山市東区松新町６５－４",,,"086-942-7688
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 3
(医　　　　 3)",,,医療法人芥子会　理事長　城本　末博,,,城本　末博,,,,"平17. 1. 1
新規
平29. 1. 1",,,,整外　内　リハ　リウ,,,,"診療所
現存
",,,,
,,290,,,,"011,489,1
",,,,医療法人　庄医院,,,,,"〒703－8267
岡山市中区山崎２６７－７",,,"086-277-0270
常　勤:　　　 2
(医　　　　 2)",,,医療法人庄医院　理事長　庄　須磨子,,,庄　須磨子,,,,"平17. 1. 1
組織変更
平29. 1. 1",,,,内　小,,,,"診療所
現存
",,,,
,,291,,,,"011,495,8
",,,,おかもと内科小児科診療所,,,,,"〒703－8256
岡山市中区浜３５６－１",,,"086-271-2655
常　勤:　　　 1
(医　　　　 1)",,,医療法人　おかもと内科小児科診療所　理事長　岡本　一徳,,,岡本　一徳,,,,"平17. 6. 1
組織変更
平29. 6. 1",,,,内　小,,,,"診療所
現存
",,,,
,,292,,,,"011,496,6
",,,,武智整形外科医院,,,,,"〒703－8223
岡山市中区長利２７４－９",,,"086-278-8200
常　勤:　　　 1
(医　　　　 1)",,,医療法人　健宏会　理事長　武智　宏介,,,武智　宏介,,,,"平17. 7. 1
組織変更
平29. 7. 1",,,,整外　リハ,,,,"診療所
現存
",,,,
,,293,,,,"011,497,4
",,,,医療法人　平島クリニック,,,,,"〒709－0631
岡山市東区東平島１０４１－４",,,"086-297-0005
常　勤:　　　 3
(医　　　　 2)
(薬　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人　平島クリニック　理事長　宇埜　智,,,宇埜　智,,,,"平17. 9. 1
組織変更
平29. 9. 1",,,,ひ　性　皮,,,,"診療所
現存
",,,,
,,294,,,,"011,498,2
",,,,田中胃腸科,,,,,"〒701－1352
岡山市北区小山１０８－３",,,"086-287-9200
常　勤:　　　 1
(医　　　　 1)",,,医療法人　田中胃腸科　理事長　田中　耕太郎,,,田中　耕太郎,,,,"平17. 9. 1
移転
平29. 9. 1",,,,内　胃　外　こう,,,,"診療所
現存
",,,,
,,295,,,,"011,499,0
",,,,なのはなクリニック,,,,,"〒700－0951
岡山市北区田中１８２－１０３",,,"086-244-8007
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人　なのはなクリニック　理事長　笹野　京子,,,笹野　京子,,,,"平18. 1. 6
新規
平30. 1. 6",,,,精　心内,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　医科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,33頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,296,,,,"011,500,5
",,,,なかやまクリニック,,,,,"〒701－0211
岡山市南区東畦１１２－３８",,,"086-282-4199
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人　仙仁会　理事長　中山　頼和,,,中山　頼和,,,,"平17. 12. 1
移転
平29. 12. 1",,,,内　外,,,,"診療所
現存
",,,,
,,297,,,,"011,501,3
",,,,寺沢クリニック,,,,,"〒701－0211
岡山市南区東畦７６６－２０",,,"086-281-7211
常　勤:　　　 1
(医　　　　 1)",,,医療法人　すばる　理事長　寺沢　明夫,,,寺沢　明夫,,,,"平18. 1. 1
組織変更
平30. 1. 1",,,,"一般　　
　　一般     16
内　外　呼　胃　循　皮",,,,"診療所
現存
",,,,
,,298,,,,"011,502,1
",,,,岡山画像診断センター,,,,,"〒700－0913
岡山市北区大供２－３－２５",,,"086-235-2511
常　勤:　　　 3
(医　　　　 3)
非常勤:　　　 2
(医　　　　 2)",,,医療法人　岡山画像診断センター　理事長　加地　充昌,,,加地　充昌,,,,"平18. 4. 1
新規
平30. 4. 1",,,,放,,,,"診療所
現存
",,,,
,,299,,,,"011,503,9
",,,,井上内科小児科医院,,,,,"〒709－0631
岡山市東区東平島９２１－１",,,"086-297-9333
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 1
(医　　　　 1)",,,医療法人　洸和会　井上内科小児科医院　理事長　井上　裕史,,,井上　裕史,,,,"平18. 5. 1
組織変更
平30. 5. 1",,,,内　小,,,,"診療所
現存
",,,,
,,300,,,,"011,505,4
",,,,公益財団法人　岡山県健康づくり財団附属診療所,,,,,"〒700－0952
岡山市北区平田４０８－１",,,"086-246-6254
常　勤:　　　 5
(医　　　　 5)
非常勤:　　　 1
(医　　　　 1)",,,公益財団法人　岡山県健康づくり財団　理事長　松山　正春,,,岸本　壽男,,,,"平18. 7. 1
新規
平30. 7. 1",,,,内　放,,,,"診療所
現存
",,,,
,,301,,,,"011,507,0
",,,,山陽新聞　診療所,,,,,"〒700－0904
岡山市北区柳町２－１－１",,,"086-803-8006
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 2
(医　　　　 2)",,,株式会社　山陽新聞社　代表取締役社長　松田　正己,,,飯田　あい,,,,"平18. 8. 1
新規
平30. 8. 1",,,,内,,,,"診療所
現存
",,,,
,,302,,,,"011,508,8
",,,,小野医院,,,,,"〒702－8043
岡山市南区平福２－１－５",,,"086-262-1127
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 5
(医　　　　 5)",,,医療法人　小野医院　理事長　小野　波津子,,,小野　波津子,,,,"平18. 8. 1
組織変更
平30. 8. 1",,,,他　小　整外　リハ　リウ,,,,"診療所
現存
",,,,
,,303,,,,"011,509,6
",,,,川口メディカルクリニック,,,,,"〒700－0913
岡山市北区大供２－２－１６",,,"086-222-0820
常　勤:　　　 2
(医　　　　 2)
非常勤:　　　 3
(医　　　　 3)",,,医療法人　川口内科　理事長　川口　光彦,,,川口　光彦,,,,"平18. 8. 1
移転
平30. 8. 1",,,,内　放,,,,"診療所
現存
",,,,
,,304,,,,"011,510,4
",,,,深田内科,,,,,"〒703－8244
岡山市中区藤原西町２－７－２",,,"086-273-1234
常　勤:　　　 2
(医　　　　 2)",,,医療法人　深田内科　理事長　深田　好美,,,深田　好美,,,,"平18. 8. 1
組織変更
平30. 8. 1",,,,内　呼　消　循,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　医科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,34頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,305,,,,"011,511,2
",,,,西条レディスクリニック,,,,,"〒703－8258
岡山市中区西川原１２１－１",,,"086-271-0105
常　勤:　　　 1
(医　　　　 1)",,,医療法人　西条クリニック　理事長　西条　寿一,,,西条　仁子,,,,"平18. 8. 1
組織変更
平30. 8. 1",,,,婦,,,,"診療所
現存
",,,,
,,306,,,,"011,512,0
",,,,医療法人　木村ファミリークリニック,,,,,"〒700－0944
岡山市南区泉田四丁目５－２６",,,"086-902-0007
常　勤:　　　 1
(医　　　　 1)",,,医療法人　木村ファミリークリニック　理事長　木村　哲也,,,木村　哲也,,,,"平18. 9. 1
組織変更
平30. 9. 1",,,,内　小　皮,,,,"診療所
現存
",,,,
,,307,,,,"011,513,8
",,,,平井整形外科医院,,,,,"〒700－0925
岡山市北区大元上町１３－２３",,,"086-805-2001
常　勤:　　　 1
(医　　　　 1)",,,医療法人　平井整形外科医院　理事長　平井　成幸,,,平井　成幸,,,,"平18. 9. 1
組織変更
平30. 9. 1",,,,整外　リハ,,,,"診療所
現存
",,,,
,,308,,,,"011,514,6
",,,,西条脳神経外科クリニック,,,,,"〒703－8258
岡山市中区西川原６９－１",,,"086-273-0106
常　勤:　　　 1
(医　　　　 1)",,,医療法人　西条クリニック　理事長　西条　寿一,,,西条　寿一,,,,"平18. 11. 1
組織変更
平30. 11. 1",,,,脳外,,,,"診療所
現存
",,,,
,,309,,,,"011,515,3
",,,,ながけクリニック,,,,,"〒703－8205
岡山市中区中井４５４－１",,,"086-207-6788
常　勤:　　　 1
(医　　　　 1)
非常勤:　　　 9
(医　　　　 9)",,,医療法人　清陽会　理事長　長宅　芳男,,,長宅　芳男,,,,"平19. 1. 1
組織変更
平31. 1. 1",,,,内,,,,"診療所
現存
",,,,
,,310,,,,"011,516,1
",,,,河島外科胃腸科,,,,,"〒703－8275
岡山市中区門田屋敷２－３－２２",,,"086-272-2155
常　勤:　　　 2
(医　　　　 2)",,,医療法人　温交会　河島外科胃腸科　理事長　河島　留一,,,河島　留一,,,,"平19. 1. 1
組織変更
平31. 1. 1",,,,内　外　胃　こう　放　麻,,,,"診療所
現存
",,,,
,,311,,,,"011,517,9
",,,,小坂耳鼻咽喉科医院,,,,,"〒700－0925
岡山市北区大元上町１－１４",,,"086-246-1115
常　勤:　　　 1
(医　　　　 1)",,,医療法人　小坂耳鼻咽喉科医院　理事長　小坂　道也,,,小坂　道也,,,,"平19. 1. 1
組織変更
平31. 1. 1",,,,耳い,,,,"診療所
現存
",,,,
,,312,,,,"011,518,7
",,,,諸國眞太郎クリニック,,,,,"〒700－0902
岡山市北区錦町６－１７　アウルスタイル錦町２－４階",,,"086-224-1313
常　勤:　　　 1
(医　　　　 1)",,,医療法人社団　操仁会　理事長　諸國　眞太郎,,,諸國　眞太郎,,,,"平19. 4. 15
新規
平31. 4. 15",,,,外,,,,"診療所
現存
",,,,
